Year	Month	1	2	3	4	5	6	7	8	9	10	11	12
2014	10	0	0	0	0	0.0001659	0	0	0	0	0	0	0
2014	11	0	0	0	0	0.0001659	0	0	0	0	0	0	0
2014	12	0.000130981	4.37875E-05	0	0	0	1.07556E-05	6.58046E-05	8.29171E-05	1.92491E-05	0	0	3.39882E-05
2015	1	0.001460158	0	0	0	0.000398476	0.000381166	0.000109532	8.35778E-05	0	0.000563828	0	0
2015	2	0.000370786	3.93724E-05	4.28284E-05	0	0.002603459	0.000804092	7.29637E-05	0.000517859	0	0.001789104	0	0
2015	3	0.000135864	0	0	0	0.000144616	0	0	0	0	3.28414E-05	0	0
2015	4	0.000466668	0	1.19236E-05	0	7.4092E-05	3.369E-05	0	0	0	0	0	0
2015	5	0.001089857	0	1.21239E-05	0	2.16772E-05	0	0	0	0	0	0	0
2015	6	0.000296302	0	0	0	8.16686E-05	4.47819E-05	0	0	0	5.3612E-05	0	0
2015	7	5.43893E-05	0	0	0	0	0	0	0	0	0	0	0
2015	8	5.43893E-05	0	0	0	0	0	0	0	0	0	0	0
2015	9	0	0	0	0	0.00019927	0	0	0	0	0	0	0
2015	10	2.73991E-05	0	0	0	0	0	0	0	0	0	0	0
2015	11	2.73991E-05	0	0	0	0	0	0	0	0	0	0	0
2015	12	0	0	0	0	7.08982E-05	0	0	0	0	0	0	0
