4295365.884	9436238.653	8647925.925	7606215.073	3168631.251	2604661.968	2117611.029
50682230.61	41670236.9	20542093.75	1007562.073	847929.726	768075.823	537305.87
25913137.85	16299537.79	5554336.406	3084765.215	982190.8	830598.376	712160.43
6651167.114	9362691.661	7538754.718	1830568.133	1204135.393	1028205.762	834888.205
19784121.71	30048933.93	20506260.32	11811028.49	4021722.188	2381186.029	1354740.604
27236043.95	33147083.19	14260639.09	3511255.381	1964898.438	1202837.376	486626.387
21257087.92	17470123.01	11377299.42	8075583.277	1147723.093	735902.283	488282.214
7087492.806	12651245.73	5584337.039	2552564.164	1412271.829	1009286.977	239901.208
12108496.56	10464089.22	4024449.892	3013519.761	1130573.347	709460.239	362963.301
11230563.96	7651041.498	2020743.998	1435874.35	735628.209	123889.38	87557.997
9984863.69	7684510.085	2750965.479	390860.26	299159.733	249936.469	207083.237
4495833.544	13020622.74	1439074.682	446561.633	369766.408	270007.154	205531.841
3306307.185	4453365.739	847759.249	426979.918	355618.369	199758.79	140495.042
1998573.118	4301634.712	1186078.155	542762.422	464595.68	309267.822	196888.769
5383426.475	5801091.095	754999.044	340180.639	288712.63	228252.522	171248.609
4530834.892	7739829.607	2630790.863	459183.07	362124.982	206161.874	152453.011
4608134.49	9324134.571	7200265.6	1604768.629	1246932.119	850079.744	587840.901
16057083.87	8470777.104	1501895.049	603044.57	378058.203	297253.063	202332.428
5564916.411	5585506.355	1633396.552	289870.869	240154.102	199714.267	143053.505
2105193.798	1972308.457	604088.032	248093.353	163900.84	28349.179	9428.529
547282.82	354479.116	62974.936	37222.185	29058.874	23658.051	17432.369
