"Date","OUTFLOW","OMR","BD_EC_prev","X2","BD_EC_current","scenario","year","month"
1921-11-30,4500,-8618.63496305858,6100.4507,82.99984,7052.4263,"AltF80",1921,11
1921-12-31,17032.7683958214,-5290.32258064516,7052.4263,75.47775,7729.984,"AltF80",1921,12
1922-01-31,18913.8308226757,-4516.12903225806,7729.984,67.57236,3042.0876,"AltF80",1922,1
1922-02-28,59569.611400194,-4156.25,3042.0876,56.085243,922.584,"AltF80",1922,2
1922-03-31,42949.5587279146,-3500,922.584,57.063942,337.11957,"AltF80",1922,3
1922-04-30,34964.8340345633,-1152.82528228948,337.11957,59.220665,503.10776,"AltF80",1922,4
1922-05-31,33702.5402491807,-1974.17493588896,503.10776,59.99465,603.8412,"AltF80",1922,5
1922-06-30,9000,-4307.45488122707,603.8412,72.639534,2260.5413,"AltF80",1922,6
1922-07-31,8325.26881722581,-9137.23024996344,2260.5413,81.35124,2878.6199,"AltF80",1922,7
1922-08-31,6400.85622148438,-9285.54188158664,2878.6199,83.9539,4237.8726,"AltF80",1922,8
1922-09-30,11093.75,-8644.73541543691,4237.8726,79.95173,7309.3145,"AltF80",1922,9
1922-10-31,8125,-4682.53949771467,7309.3145,80.01473,7531.416,"AltF80",1922,10
1922-11-30,7594.53221292432,-8692.18312753135,7531.416,82.971565,8776.973,"AltF80",1922,11
1922-12-31,40891.0861262727,-5290.32258064516,8776.973,61.60073,3872.484,"AltF80",1922,12
1923-01-31,33264.5291315942,-4516.12903225806,3872.484,59.89997,691.3866,"AltF80",1923,1
1923-02-28,19325.0716681103,-4033.03571428571,691.3866,64.778114,1126.0916,"AltF80",1923,2
1923-03-31,12120.5296651034,-3500,1126.0916,71.8911,2705.6687,"AltF80",1923,3
1923-04-30,24311.8762097702,-2782.3026527577,2705.6687,66.04967,2927.0554,"AltF80",1923,4
1923-05-31,14784.0037488603,-2153.23639832077,2927.0554,69.33539,2338.671,"AltF80",1923,5
1923-06-30,5000,-4369.32612000019,2338.671,81.06485,5152.9,"AltF80",1923,6
1923-07-31,9850.05945922854,-9705.06875648669,5152.9,82.34934,3928.7107,"AltF80",1923,7
1923-08-31,4000,-9420.24622993781,3928.7107,85.9866,4957.82,"AltF80",1923,8
1923-09-30,4160.16938496294,-6739.77481874796,4957.82,88.76335,12078.468,"AltF80",1923,9
1923-10-31,4000,-5968.12884904805,12078.468,90.68592,9620.331,"AltF80",1923,10
1923-11-30,5875.45432576545,-4679.61113266119,9620.331,90.60033,9533.412,"AltF80",1923,11
1923-12-31,6273.86701224693,-2956.01579259413,9533.412,88.98703,7989.702,"AltF80",1923,12
1924-01-31,9748.57211773541,-4576.04573769143,7989.702,85.51565,5698.355,"AltF80",1924,1
1924-02-29,12857.0109200238,-4955,5698.355,79.81957,2740.0305,"AltF80",1924,2
1924-03-31,7102.92864199609,-1366.04463516348,2740.0305,80.68906,4942.5415,"AltF80",1924,3
1924-04-30,4935.41035570378,-689.661135041399,4942.5415,85.784256,10197.53,"AltF80",1924,4
1924-05-31,4354.58064516777,-1540.0186801379,10197.53,90.51584,8091.0874,"AltF80",1924,5
1924-06-30,4144.88080359758,-1583.55367328023,8091.0874,91.934906,12461.427,"AltF80",1924,6
1924-07-31,3000,-1916.49465527187,12461.427,93.260086,15951.926,"AltF80",1924,7
1924-08-31,3000,-2679.06117439771,15951.926,93.85195,17961.113,"AltF80",1924,8
1924-09-30,3857.37070719735,-1932.28975798571,17961.113,92.48958,11575.071,"AltF80",1924,9
1924-10-31,3627.65978934822,-5474.29936875482,11575.071,93.044334,11130.32,"AltF80",1924,10
1924-11-30,5800.32050337455,-2789.18789360032,11130.32,92.17116,11098.542,"AltF80",1924,11
1924-12-31,9216.98606273572,-3814.50594140238,11098.542,87.1496,7354.2417,"AltF80",1924,12
1925-01-31,8452.74050460918,-5000,7354.2417,84.450775,4484.453,"AltF80",1925,1
1925-02-28,74870.2308724356,-4427.32142857143,4484.453,56.75446,809.474,"AltF80",1925,2
1925-03-31,17669.355,-3935,809.474,64.40224,845.12915,"AltF80",1925,3
1925-04-30,26042.1694094618,-2158.42359457355,845.12915,63.54773,1391.3593,"AltF80",1925,4
1925-05-31,13481.6791775589,-1798.60943361688,1391.3593,69.901146,2263.4814,"AltF80",1925,5
1925-06-30,6628.125,-4691.18552594304,2263.4814,80.42076,5514.135,"AltF80",1925,6
1925-07-31,5000,-6479.71580883798,5514.135,85.468895,9880.194,"AltF80",1925,7
1925-08-31,3500,-3645.29373331454,9880.194,88.72077,13742.343,"AltF80",1925,8
1925-09-30,3000,-6250.11612691652,13742.343,92.26651,9955.655,"AltF80",1925,9
1925-10-31,4000,-4120.22183775711,9955.655,92.745865,10358.051,"AltF80",1925,10
1925-11-30,5315.49389265471,-3797.80633272028,10358.051,92.148766,9933.27,"AltF80",1925,11
1925-12-31,6240.61755334956,-2991.11553432106,9933.27,90.9921,8326.217,"AltF80",1925,12
1926-01-31,14032.7339835612,-5000,8326.217,81.522255,3375.4893,"AltF80",1926,1
1926-02-28,42046.1878838554,-4427.32142857143,3375.4893,60.26896,1151.4513,"AltF80",1926,2
1926-03-31,17755.5792222878,-3935,1151.4513,65.22279,1015.17303,"AltF80",1926,3
1926-04-30,21148.9868619437,-1997.6234511516,1015.17303,65.904854,1800.7162,"AltF80",1926,4
1926-05-31,11759.5923274519,-2749.53039514961,1800.7162,72.79841,2856.958,"AltF80",1926,5
1926-06-30,7100,-5000,2856.958,80.98924,5852.577,"AltF80",1926,6
1926-07-31,5000,-6114.58303563079,5852.577,85.33101,10316.23,"AltF80",1926,7
1926-08-31,3500,-3170.21623650582,10316.23,88.94387,13616.365,"AltF80",1926,8
1926-09-30,3000,-4974.35176221295,13616.365,92.39903,10501.149,"AltF80",1926,9
1926-10-31,4335.78273716842,-2757.54057632286,10501.149,92.434074,10498.316,"AltF80",1926,10
1926-11-30,15727.4589892952,-8627.85922906996,10498.316,80.4363,3900.0623,"AltF80",1926,11
1926-12-31,11831.1974716424,-5290.32258064516,3900.0623,75.36159,3303.7578,"AltF80",1926,12
1927-01-31,34126.722563587,-4516.12903225806,3303.7578,62.392185,2304.7146,"AltF80",1927,1
1927-02-28,167390.707203551,-4156.25,2304.7146,51.70171,300.47153,"AltF80",1927,2
1927-03-31,50654.859238355,-3500,300.47153,55.907425,238.54132,"AltF80",1927,3
1927-04-30,49402.1004499118,-3724.76386872746,238.54132,56.254387,288.45068,"AltF80",1927,4
1927-05-31,17508.1372360624,-2593.60192008975,288.45068,65.6495,978.7712,"AltF80",1927,5
1927-06-30,6989.23516557396,-5000,978.7712,77.995125,3845.3167,"AltF80",1927,6
1927-07-31,10125.5350089674,-9632.32014268402,3845.3167,80.38349,7763.1763,"AltF80",1927,7
1927-08-31,5655.05133456079,-11345.290551758,7763.1763,82.50878,8806.181,"AltF80",1927,8
1927-09-30,10937.5,-4013.43353385677,8806.181,79.97036,9508.358,"AltF80",1927,9
1927-10-31,7968.75,-4676.48924980768,9508.358,79.98053,8090.766,"AltF80",1927,10
1927-11-30,5548.64465341793,-9491.01434033649,8090.766,84.75936,9523.268,"AltF80",1927,11
1927-12-31,5170.17703038322,-8799.5962311676,9523.268,87.10638,11644.552,"AltF80",1927,12
1928-01-31,18498.276249471,-3645.16129032258,11644.552,76.18436,2812.363,"AltF80",1928,1
1928-02-29,19236.0311737823,-4172.41379310345,2812.363,67.21668,1524.8486,"AltF80",1928,2
1928-03-31,88114.2314064261,-3500,1524.8486,54.265884,451.8923,"AltF80",1928,3
1928-04-30,31111.618116713,-2249.7022943536,451.8923,59.764805,418.3317,"AltF80",1928,4
1928-05-31,13566.6895959706,-2332.51087333515,418.3317,69.33274,1817.1312,"AltF80",1928,5
1928-06-30,7504.76993021483,-5000,1817.1312,79.267525,5157.091,"AltF80",1928,6
1928-07-31,11250,-8533.23843297761,5157.091,80.03142,3027.333,"AltF80",1928,7
1928-08-31,5885.52134622725,-11349.3349778094,3027.333,83.23308,3678.6008,"AltF80",1928,8
1928-09-30,11093.75,-4902.22879158544,3678.6008,79.94593,7543.5933,"AltF80",1928,9
1928-10-31,8125,-2610.69296619456,7543.5933,79.99329,7512.975,"AltF80",1928,10
1928-11-30,6245.58461233385,-8369.90801001784,7512.975,84.4971,9115.48,"AltF80",1928,11
1928-12-31,5039.74946301788,-7453.60760762674,9115.48,86.84942,10857.069,"AltF80",1928,12
1929-01-31,8632.51920666725,-4757.26037361557,10857.069,86.36618,5814.833,"AltF80",1929,1
1929-02-28,14968.0539091509,-4316.42857142857,5814.833,78.96704,2436.2305,"AltF80",1929,2
1929-03-31,8486.95043947115,-3717.86219283933,2436.2305,77.915016,3664.7385,"AltF80",1929,3
1929-04-30,7100,-931.249391458768,3664.7385,82.406105,7843.4497,"AltF80",1929,4
1929-05-31,4053.60646370284,-2102.58588253086,7843.4497,87.57188,10825.198,"AltF80",1929,5
1929-06-30,3000,-1486.58053533479,10825.198,91.299904,14517.722,"AltF80",1929,6
1929-07-31,3000,-1910.82143905577,14517.722,93.83049,17709.771,"AltF80",1929,7
1929-08-31,3000,-1800.63771745147,17709.771,93.57554,19392.338,"AltF80",1929,8
1929-09-30,3779.99999999999,-2414.38918678629,19392.338,92.64816,12009.403,"AltF80",1929,9
1929-10-31,3000,-2486.76213483767,12009.403,93.72323,11321.873,"AltF80",1929,10
1929-11-30,4579.17380850883,-775.369681793498,11321.873,93.69991,11348.662,"AltF80",1929,11
1929-12-31,13912.7788531436,-5290.32258064516,11348.662,83.329475,4358.3696,"AltF80",1929,12
1930-01-31,26784.1652773276,-4516.12903225806,4358.3696,65.39055,1700.1117,"AltF80",1930,1
1930-02-28,18535.715,-1524.67588760322,1700.1117,65.8575,1587.8359,"AltF80",1930,2
1930-03-31,28176.8863515424,-3935,1587.8359,62.607555,1367.0759,"AltF80",1930,3
1930-04-30,12673.683035653,-2030.01574156082,1367.0759,69.89085,1922.3861,"AltF80",1930,4
1930-05-31,7843.75859170207,-2568.66647020018,1922.3861,79.8513,5084.864,"AltF80",1930,5
1930-06-30,7100,-5000,5084.864,83.48704,8125.211,"AltF80",1930,6
1930-07-31,5000,-9778.57406706898,8125.211,85.92211,11023.732,"AltF80",1930,7
1930-08-31,3500,-5641.79991836338,11023.732,90.191246,13955.0205,"AltF80",1930,8
1930-09-30,3229.86286480659,-5515.02933289663,13955.0205,92.28879,10162.105,"AltF80",1930,9
1930-10-31,4746.77096685405,-1799.14730079094,10162.105,91.73892,9842.164,"AltF80",1930,10
1930-11-30,5000.69068376285,-2792.35142604441,9842.164,91.50795,9872.472,"AltF80",1930,11
1930-12-31,4500,-2094.56043474625,9872.472,92.59989,9668.708,"AltF80",1930,12
1931-01-31,17452.7406928954,147.394521415502,9668.708,79.40689,3712.7915,"AltF80",1931,1
1931-02-28,8005.60882248449,-4851.87384697733,3712.7915,77.72357,3623.6301,"AltF80",1931,2
1931-03-31,7293.54708001159,-1365.0946090111,3623.6301,82.74684,3966.2498,"AltF80",1931,3
1931-04-30,4221.50622817601,-740.908049151645,3966.2498,87.67658,6339.768,"AltF80",1931,4
1931-05-31,5170.32746409102,-1934.25951500234,6339.768,89.99341,9128.822,"AltF80",1931,5
1931-06-30,3125.26680158048,-1791.1211170313,9128.822,93.06511,13765.975,"AltF80",1931,6
1931-07-31,3719.22988153929,-2125.6346585324,13765.975,93.89852,17355.807,"AltF80",1931,7
1931-08-31,3000,-2435.81338728349,17355.807,93.52198,18313.113,"AltF80",1931,8
1931-09-30,3000,-1954.77161815689,18313.113,93.31031,12172.735,"AltF80",1931,9
1931-10-31,3676.67545730279,-1935.83493829787,12172.735,93.79813,11304.244,"AltF80",1931,10
1931-11-30,4477.70261598686,-3246.24314469905,11304.244,93.53053,11217.78,"AltF80",1931,11
1931-12-31,21217.0477408526,-5290.32258064516,11217.78,75.11409,2984.099,"AltF80",1931,12
1932-01-31,21267.8253551006,-4516.12903225806,2984.099,65.66835,1401.9252,"AltF80",1932,1
1932-02-29,26385.6446082522,-4333.79310344828,1401.9252,63.20995,1604.4467,"AltF80",1932,2
1932-03-31,8487.32271237224,-3736.95520173748,1604.4467,74.13228,2819.9543,"AltF80",1932,3
1932-04-30,9515.0099309154,-1869.07776703087,2819.9543,80.08657,6513.564,"AltF80",1932,4
1932-05-31,14556.2063495006,-2359.06527169765,6513.564,74.9375,5912.7227,"AltF80",1932,5
1932-06-30,3473.82775825657,-1534.54729650713,5912.7227,82.50972,6324.7446,"AltF80",1932,6
1932-07-31,3019.50763142174,-1982.9594032807,6324.7446,89.942955,13001.506,"AltF80",1932,7
1932-08-31,3000,-1773.53542126576,13001.506,92.219475,17226.428,"AltF80",1932,8
1932-09-30,3569.82567362243,-3702.05787105369,17226.428,92.79717,11855.856,"AltF80",1932,9
1932-10-31,3000,-3110.85291932831,11855.856,94.20384,11330.036,"AltF80",1932,10
1932-11-30,5322.50315802736,-1860.98286301263,11330.036,93.32545,10754.816,"AltF80",1932,11
1932-12-31,7335.29144496561,-4450.3290621053,10754.816,90.07446,7246.0425,"AltF80",1932,12
1933-01-31,12039.1065661238,-5000,7246.0425,83.37872,3651.174,"AltF80",1933,1
1933-02-28,10296.3552229715,-4820,3651.174,78.82886,4792.872,"AltF80",1933,2
1933-03-31,7544.81959790732,-2953.28632570161,4792.872,80.79024,7454.3506,"AltF80",1933,3
1933-04-30,5719.15220241357,-657.976953895921,7454.3506,84.484825,10429.471,"AltF80",1933,4
1933-05-31,6796.3708241819,-2016.28223877064,10429.471,86.60924,5989.005,"AltF80",1933,5
1933-06-30,3000,-1777.04472306227,5989.005,90.35821,10564.107,"AltF80",1933,6
1933-07-31,3007.54725246416,-2085.64430445449,10564.107,93.38397,16705.025,"AltF80",1933,7
1933-08-31,3000,-1840.4421122051,16705.025,93.73282,18966.695,"AltF80",1933,8
1933-09-30,3496.90575460419,-2685.80382781088,18966.695,92.76403,12162.426,"AltF80",1933,9
1933-10-31,3000,-1706.01177939468,12162.426,94.03954,11772.995,"AltF80",1933,10
1933-11-30,5851.6554654078,-1213.31313677178,11772.995,92.66735,11236.879,"AltF80",1933,11
1933-12-31,10144.8081214773,-6551.22967114023,11236.879,86.47367,5775.474,"AltF80",1933,12
1934-01-31,16562.5239297849,-3645.16129032258,5775.474,74.6422,4364.611,"AltF80",1934,1
1934-02-28,15720.2983764942,-4427.32142857143,4364.611,69.857666,3304.0137,"AltF80",1934,2
1934-03-31,8001.77486812841,-4027.85867119058,3304.0137,77.30004,4834.5757,"AltF80",1934,3
1934-04-30,5902.59671504858,-738.866092916684,4834.5757,83.70579,8908.334,"AltF80",1934,4
1934-05-31,4773.87831694228,-2081.90187387596,8908.334,89.18182,7361.488,"AltF80",1934,5
1934-06-30,3077.91790905885,-1778.15503490992,7361.488,92.36038,12620.91,"AltF80",1934,6
1934-07-31,3000,-2153.89988724442,12620.91,93.870705,17391.012,"AltF80",1934,7
1934-08-31,3000,-2189.45668457572,17391.012,93.87105,19367.443,"AltF80",1934,8
1934-09-30,3319.81844665947,-4221.73728777045,19367.443,93.03166,12703.276,"AltF80",1934,9
1934-10-31,3420.67596482231,-1322.23224411083,12703.276,93.70575,12213.767,"AltF80",1934,10
1934-11-30,6085.68122508387,-5051.60440675774,12213.767,91.84102,9901.328,"AltF80",1934,11
1934-12-31,6097.47026918183,-4122.61612539211,9901.328,90.33854,7556.408,"AltF80",1934,12
1935-01-31,29487.8843639607,-3645.16129032258,7556.408,68.41991,1614.6136,"AltF80",1935,1
1935-02-28,14082.8047195377,-4316.42857142857,1614.6136,68.06396,1351.9672,"AltF80",1935,2
1935-03-31,24206.1876125599,-3935,1351.9672,65.16287,2050.613,"AltF80",1935,3
1935-04-30,46894.3761116773,-3452.6327547892,2050.613,57.625282,701.86194,"AltF80",1935,4
1935-05-31,21608.5394592043,-1900.45813583097,701.86194,63.77788,814.8417,"AltF80",1935,5
1935-06-30,6170,-5000,814.8417,77.423225,3629.845,"AltF80",1935,6
1935-07-31,6500,-8187.0205636256,3629.845,84.50771,5147.16,"AltF80",1935,7
1935-08-31,4000,-2369.12164155226,5147.16,87.46615,7126.199,"AltF80",1935,8
1935-09-30,3000,-5971.44857266956,7126.199,91.324776,9676.838,"AltF80",1935,9
1935-10-31,7164.06292293259,-1364.10519695504,9676.838,89.094666,8222.168,"AltF80",1935,10
1935-11-30,4500,-5454.55732636464,8222.168,89.13732,11387.38,"AltF80",1935,11
1935-12-31,7206.14101960627,-3681.28295722431,11387.38,88.39785,7610.947,"AltF80",1935,12
1936-01-31,42367.6670296404,-3645.16129032258,7610.947,62.503345,1232.5387,"AltF80",1936,1
1936-02-29,101508.671860125,-3959.14448265443,1232.5387,53.392727,245.78058,"AltF80",1936,2
1936-03-31,31880.5837559538,-3500,245.78058,59.484383,361.31995,"AltF80",1936,3
1936-04-30,27577.3428692198,-580.393501956476,361.31995,61.968758,879.5154,"AltF80",1936,4
1936-05-31,13058.3476840317,-1281.73512626559,879.5154,69.99692,2042.7681,"AltF80",1936,5
1936-06-30,6272.8408509885,-3143.33569376987,2042.7681,80.64651,5604.8154,"AltF80",1936,6
1936-07-31,8020.16483393583,-9023.06953370726,5604.8154,83.2372,4728.7334,"AltF80",1936,7
1936-08-31,4142.91933079931,-9130.54361358373,4728.7334,86.74957,6248.4824,"AltF80",1936,8
1936-09-30,3817.37473727204,-5211.62656221313,6248.4824,90.12236,9170.433,"AltF80",1936,9
1936-10-31,4423.15846686437,-6764.46329876186,9170.433,91.624596,9209.413,"AltF80",1936,10
1936-11-30,4500,-4301.20284127331,9209.413,92.62179,9256.526,"AltF80",1936,11
1936-12-31,8294.26118069564,-3786.97414383826,9256.526,88.82566,7199.551,"AltF80",1936,12
1937-01-31,11334.4310435674,-5000,7199.551,83.3483,4029.3975,"AltF80",1937,1
1937-02-28,56151.7432945161,-4316.42857142857,4029.3975,58.14922,1790.1862,"AltF80",1937,2
1937-03-31,45651.0146279115,-3935,1790.1862,56.7083,354.59796,"AltF80",1937,3
1937-04-30,22660.0849772528,-1082.68193372584,354.59796,63.190002,819.25854,"AltF80",1937,4
1937-05-31,16857.8898628032,118.673041784918,819.25854,67.92374,1989.0626,"AltF80",1937,5
1937-06-30,7800,-5000,1989.0626,77.53977,4149.3037,"AltF80",1937,6
1937-07-31,6500,-7670.99827757622,4149.3037,83.78965,3986.5935,"AltF80",1937,7
1937-08-31,4000,-5427.78528663445,3986.5935,87.448715,6480.227,"AltF80",1937,8
1937-09-30,3000,-6009.99511981014,6480.227,91.140976,9606.348,"AltF80",1937,9
1937-10-31,4000,-4682.54042496784,9606.348,92.7586,10124.01,"AltF80",1937,10
1937-11-30,15912.2841722664,-9488.48950739824,10124.01,80.47432,3684.1135,"AltF80",1937,11
1937-12-31,71882.9878164018,-5290.32258064516,3684.1135,55.826435,571.536,"AltF80",1937,12
1938-01-31,30531.375440625,-4516.12903225806,571.536,60.088337,454.4558,"AltF80",1938,1
1938-02-28,188039.852621301,1733.5860327765,454.4558,51.30147,287.62354,"AltF80",1938,2
1938-03-31,191809.010900133,6584.68913661783,287.62354,51.607037,225.02492,"AltF80",1938,3
1938-04-30,56184.9039587576,-2374.31424217468,225.02492,55.256153,231.3795,"AltF80",1938,4
1938-05-31,39792.1651214161,1945.91242721338,231.3795,58.035225,300.34872,"AltF80",1938,5
1938-06-30,10850.1483196151,-3172.45050165576,300.34872,70.282585,1419.8275,"AltF80",1938,6
1938-07-31,9045.25352209657,-7119.42794118462,1419.8275,79.09579,5508.964,"AltF80",1938,7
1938-08-31,6232.21313363205,-8844.4504646492,5508.964,82.34749,8743.59,"AltF80",1938,8
1938-09-30,10315.5031782271,-8521.64540128589,8743.59,79.97173,9832.788,"AltF80",1938,9
1938-10-31,8281.25,-5802.82934952988,9832.788,80.01627,8457.902,"AltF80",1938,10
1938-11-30,4925.07000163499,-9549.98168850629,8457.902,85.35744,10345.436,"AltF80",1938,11
1938-12-31,5134.74063808726,-6300.60064797177,10345.436,87.657135,13114.217,"AltF80",1938,12
1939-01-31,8581.87113948634,-3097.47220606437,13114.217,86.8603,7357.1216,"AltF80",1939,1
1939-02-28,10381.7034751115,-4448.85928558894,7357.1216,83.39629,4520.1055,"AltF80",1939,2
1939-03-31,9395.75755851169,-3094.32588820867,4520.1055,81.251526,3265.2295,"AltF80",1939,3
1939-04-30,11812.8493602305,-2168.70680896672,3265.2295,78.09583,6113.3228,"AltF80",1939,4
1939-05-31,10040.6345104269,-2581.59208221155,6113.3228,78.8221,6820.6006,"AltF80",1939,5
1939-06-30,5466.60593042962,-3488.54743774521,6820.6006,83.60922,8660.126,"AltF80",1939,6
1939-07-31,5523.98308085051,-5479.14250438679,8660.126,87.48466,6670.6714,"AltF80",1939,7
1939-08-31,4277.09218805271,-3863.97860058617,6670.6714,90.18981,7468.1562,"AltF80",1939,8
1939-09-30,3000,-4198.21611840076,7468.1562,92.12326,9624.223,"AltF80",1939,9
1939-10-31,4000,-2032.69760678533,9624.223,92.86371,10611.503,"AltF80",1939,10
1939-11-30,4964.16179549635,-1618.21474121296,10611.503,92.50149,10121.314,"AltF80",1939,11
1939-12-31,5723.64968474806,-2270.29340318761,10121.314,91.11608,8809.433,"AltF80",1939,12
1940-01-31,38787.1585953671,-3645.16129032258,8809.433,64.28477,1524.7495,"AltF80",1940,1
1940-02-29,82116.8312561598,-4333.79310344828,1524.7495,53.931454,254.41032,"AltF80",1940,2
1940-03-31,102203.437475522,-3500,254.41032,53.06262,228.42268,"AltF80",1940,3
1940-04-30,45051.9169344348,-815.991181937476,228.42268,56.652206,268.82208,"AltF80",1940,4
1940-05-31,14835.9716885046,-2155.09640003579,268.82208,67.21091,1225.9072,"AltF80",1940,5
1940-06-30,7040.85313059163,-5000,1225.9072,78.85193,4658.549,"AltF80",1940,6
1940-07-31,11357.1917995344,-8417.23249717617,4658.549,79.91203,3089.099,"AltF80",1940,7
1940-08-31,6047.04321722581,-11433.1840999992,3089.099,83.066086,3483.8125,"AltF80",1940,8
1940-09-30,11093.75,-4202.05133560814,3483.8125,80.03812,7185.08,"AltF80",1940,9
1940-10-31,8437.5,-3147.70227684119,7185.08,79.94721,7496.7593,"AltF80",1940,10
1940-11-30,4500,-7788.86914235949,7496.7593,86.195755,9875.378,"AltF80",1940,11
1940-12-31,39833.6374321348,-5290.32258064516,9875.378,62.978043,4203.7227,"AltF80",1940,12
1941-01-31,99058.4725342001,-4516.12903225807,4203.7227,53.142475,284.2486,"AltF80",1941,1
1941-02-28,135952.307161216,-4464.28571428571,284.2486,52.34654,227.65524,"AltF80",1941,2
1941-03-31,88073.5087620456,-3500,227.65524,53.196556,228.04729,"AltF80",1941,3
1941-04-30,77145.9608084034,-3995,228.04729,53.625347,229.98944,"AltF80",1941,4
1941-05-31,29767.7399581184,-1134.13480630467,229.98944,60.256985,417.12234,"AltF80",1941,5
1941-06-30,8707.84820648342,-4370.317279534,417.12234,73.46183,2289.4666,"AltF80",1941,6
1941-07-31,9331.21813290937,-10199.084326918,2289.4666,79.76159,6351.4893,"AltF80",1941,7
1941-08-31,5765.73682519531,-9761.46716906159,6351.4893,82.77607,8589.477,"AltF80",1941,8
1941-09-30,11118.7357788086,-9260.81467672147,8589.477,79.59919,9418.087,"AltF80",1941,9
1941-10-31,7968.75,-8199.17582944653,9418.087,79.97249,7795.1943,"AltF80",1941,10
1941-11-30,5468.58054537558,-9600.49627246216,7795.1943,85.13574,9736.607,"AltF80",1941,11
1941-12-31,58404.5962648837,-5290.32258064516,9736.607,58.56172,3450.6543,"AltF80",1941,12
1942-01-31,84810.6717631645,-4516.12903225807,3450.6543,53.43799,246.38371,"AltF80",1942,1
1942-02-28,162866.45620741,-4464.28571428571,246.38371,51.81941,228.41972,"AltF80",1942,2
1942-03-31,27783.0554219833,-3500,228.41972,60.49693,357.3196,"AltF80",1942,3
1942-04-30,46334.8240237067,-3995,357.3196,57.44775,447.63074,"AltF80",1942,4
1942-05-31,33236.2121228907,-1326.94053633558,447.63074,59.91105,526.1695,"AltF80",1942,5
1942-06-30,7934.95558196844,-4778.98328785778,526.1695,73.58488,2343.367,"AltF80",1942,6
1942-07-31,8951.34477684269,-9326.55390325132,2343.367,80.867874,6882.1943,"AltF80",1942,7
1942-08-31,5977.58022753906,-9253.57488737947,6882.1943,82.78198,9129.6455,"AltF80",1942,8
1942-09-30,10625,-8132.94296903804,9129.6455,79.93565,9864.002,"AltF80",1942,9
1942-10-31,8125,-4252.56778967803,9864.002,79.98864,8133.4395,"AltF80",1942,10
1942-11-30,9877.76020968966,-8563.38412066017,8133.4395,80.61901,8903.65,"AltF80",1942,11
1942-12-31,23776.4926866832,-5290.32258064516,8903.65,67.41712,5708.994,"AltF80",1942,12
1943-01-31,87929.0718884883,-4516.12903225806,5708.994,53.792812,528.7062,"AltF80",1943,1
1943-02-28,61188.6752349736,-4033.03571428571,528.7062,54.629696,241.59854,"AltF80",1943,2
1943-03-31,87349.9996199871,-3171.91816637173,241.59854,53.45951,236.10782,"AltF80",1943,3
1943-04-30,30025.134441363,205.374675055669,236.10782,59.953854,410.92932,"AltF80",1943,4
1943-05-31,11665.613129495,-2571.60100466033,410.92932,71.10511,2108.467,"AltF80",1943,5
1943-06-30,7812.5,-4928.94893544214,2108.467,79.98882,5799.7744,"AltF80",1943,6
1943-07-31,10692.7477817225,-9910.81382591988,5799.7744,79.55977,8017.6997,"AltF80",1943,7
1943-08-31,5759.87291367651,-8773.64996990788,8017.6997,82.295746,8576.6455,"AltF80",1943,8
1943-09-30,10781.25,-4441.82247752463,8576.6455,79.987625,9637.835,"AltF80",1943,9
1943-10-31,7968.75,-5104.27876153339,9637.835,80.019035,8085.3325,"AltF80",1943,10
1943-11-30,4500,-8241.50419986545,8085.3325,85.98288,10020.988,"AltF80",1943,11
1943-12-31,5861.26515115122,-4789.77903115159,10020.988,88.77757,7087.29,"AltF80",1943,12
1944-01-31,9354.50546300163,-4833.25594738808,7087.29,86.0008,6409.2124,"AltF80",1944,1
1944-02-29,27749.2309810622,-4333.79310344828,6409.2124,67.569305,1456.0128,"AltF80",1944,2
1944-03-31,18992.1065960253,-3935,1456.0128,65.37407,1195.8977,"AltF80",1944,3
1944-04-30,11928.5629701078,-2022.66428075687,1195.8977,72.79854,3061.9067,"AltF80",1944,4
1944-05-31,9452.09125817777,-498.934099827903,3061.9067,78.62558,5798.796,"AltF80",1944,5
1944-06-30,7100,-5000,5798.796,82.32845,7865.2607,"AltF80",1944,6
1944-07-31,5518.51397614587,-4328.38763355112,7865.2607,86.17942,5839.8335,"AltF80",1944,7
1944-08-31,4973.24420029434,-3177.40468710297,5839.8335,89.22178,7328.175,"AltF80",1944,8
1944-09-30,3000,-4686.70323243431,7328.175,91.54675,9574.137,"AltF80",1944,9
1944-10-31,4000,-3964.55504606799,9574.137,92.64137,10709.724,"AltF80",1944,10
1944-11-30,8849.38402231261,-6606.29846840668,10709.724,87.91379,8030.3364,"AltF80",1944,11
1944-12-31,13699.0656549952,-5290.32258064516,8030.3364,78.3697,7418.911,"AltF80",1944,12
1945-01-31,8521.09831383478,-5000,7418.911,79.082825,6764.989,"AltF80",1945,1
1945-02-28,61019.5680615266,-4316.42857142857,6764.989,57.50414,838.3727,"AltF80",1945,2
1945-03-31,24092.9420131982,-3500,838.3727,61.89367,690.8157,"AltF80",1945,3
1945-04-30,13282.3753317724,-1922.52772626785,690.8157,70.21683,2255.2908,"AltF80",1945,4
1945-05-31,10781.291400997,-2049.36298110438,2255.2908,76.49027,4492.41,"AltF80",1945,5
1945-06-30,7243.3335,-4999.99999999999,4492.41,81.490166,6930.909,"AltF80",1945,6
1945-07-31,5000,-9745.36117964614,6930.909,85.31107,10877.272,"AltF80",1945,7
1945-08-31,3500,-7215.93677458463,10877.272,89.248505,13804.286,"AltF80",1945,8
