"Date","OUTFLOW","OMR","MTZ_EC_prev","X2_prev","X2_current","MTZ_EC_current"
2015-05-31,4058.40099095047,-1868.53184091135,20220.465,83.67773,89.72223,22063.465
2015-06-30,4000.55611947364,-1828.17102089723,22063.465,89.72223,91.6614,24794.844
2015-07-31,3000,-2092.61364015483,24794.844,91.6614,93.04802,26350.066
2015-08-31,3000,-2028.43202869028,26350.066,93.04802,93.84101,26996.64
2015-09-30,3852.99999999999,-2161.5706722756,26996.64,93.84101,92.71492,23164.451
2015-10-31,3000,-1890.18732959221,23164.451,92.71492,92.93498,26458.959
2015-11-30,5527.28036410659,-2159.00157629782,26458.959,92.93498,92.33191,25916.031
2015-12-31,12573.8904490558,-2826.22400579446,25916.031,92.33191,83.197075,22756.158
2016-01-31,33082.6576069713,-4516.12903225806,22756.158,83.197075,63.92966,4731.4844
2016-02-29,19855.9877336181,-4172.41379310345,4731.4844,63.92966,64.55175,8366.679
2016-03-31,58838.8052892477,-3935,8366.679,64.55175,55.949654,2891.785
2016-04-30,19206.470648125,-2270.8883804434,2891.785,55.949654,64.236275,8869.459
2016-05-31,9228.58708704993,-1962.33535395828,8869.459,64.236275,76.03644,16259.477
2016-06-30,7250.13384386382,-4999.99999999998,16259.477,76.03644,82.03261,19847.326
2016-07-31,6500,-5592.81312142265,19847.326,82.03261,84.820564,21639.94
2016-08-31,4000,-5543.55889048739,21639.94,84.820564,88.806694,24412.572
2016-09-30,3000,-5025.72707737709,24412.572,88.806694,91.73416,25940.322
2016-10-31,4604.54195062008,-5963.26071233777,25940.322,91.73416,92.11098,23129.904
2016-11-30,7893.99892137554,-9175.30895033076,23129.904,92.11098,88.72375,21682.041
2016-12-31,46539.6987334548,-5290.32258064516,21682.041,88.72375,60.727066,4412.1064
2017-01-31,150149.624521094,-4516.12903225806,4412.1064,60.727066,51.830208,2129.2449
2017-02-28,306223.087044509,12303.2798156577,2129.2449,51.830208,48.889137,906.9737
2017-03-31,94032.5291480066,-3073.6008077615,906.9737,48.889137,53.081543,2409.2751
2017-04-30,70677.4234084619,-1447.01845549332,2409.2751,53.081543,53.964867,2570.2551
2017-05-31,32131.9303523761,-872.016080276873,2570.2551,53.964867,59.719975,5972.6196
2017-06-30,13493.9027023977,-3149.24511726884,5972.6196,59.719975,68.75993,13277.235
2017-07-31,8325.26881722581,-7094.70724506033,13277.235,68.75993,78.26443,17956.584
2017-08-31,6321.5728,-9644.40238316005,17956.584,78.26443,82.66819,20623.322
2017-09-30,16093.75,-6155.67158907992,20623.322,82.66819,74.02186,12069.673
2017-10-31,11406.25,-2703.95344130433,12069.673,74.02186,73.9526,14127.3
2017-11-30,14107.5126454107,-8945.17982469938,14127.3,73.9526,74.320786,12554.4375
2017-12-31,7518.65383998586,-9276.99931407241,12554.4375,74.320786,79.48016,22270.41
2018-01-31,19994.5760646115,-3645.16129032258,22270.41,79.48016,72.15766,10002.818
2018-02-28,9531.25,-4419.40235747628,10002.818,72.15766,74.02015,16106.624
2018-03-31,31329.7542886028,-3935,16106.624,74.02015,63.46829,4942.9873
2018-04-30,25481.1036664183,-3304.89285175139,4942.9873,63.46829,62.505207,6593.6265
2018-05-31,16090.1151718471,-2028.13330820221,6593.6265,62.505207,68.16255,11187.217
2018-06-30,5896.72171707585,-4725.14575179122,11187.217,68.16255,79.63133,21205.906
2018-07-31,10147.4442321355,-10121.4816408866,21205.906,79.63133,81.62286,18187.166
2018-08-31,4000,-10735.8416284202,18187.166,81.62286,85.62052,22743.74
2018-09-30,3000,-6020.40784457964,22743.74,85.62052,89.800446,25553.521
2018-10-31,4630.71251213864,-4372.66031468424,25553.521,89.800446,90.61845,25761.482
2018-11-30,5752.4964170589,-5945.99824306669,25761.482,90.61845,90.52453,23196.129
2018-12-31,9668.6238418754,-7015.45989538988,23196.129,90.52453,85.54201,17840.463
2019-01-31,38958.7389113148,-3645.16129032258,17840.463,85.54201,61.965668,4394.7944
2019-02-28,116286.595125061,-4156.25,4394.7944,61.965668,52.850307,2246.0667
2019-03-31,124465.61179098,-3500,2246.0667,52.850307,52.62746,2198.4082
2019-04-30,55264.7881374483,-3995,2198.4082,52.62746,55.270798,3198.5527
2019-05-31,35726.0529655324,-1134.13480630468,3198.5527,55.270798,58.771076,4051.6267
2019-06-30,14490.238137216,-4703.35729821617,4051.6267,58.771076,67.805824,12013.448
2019-07-31,8569.38405160081,-8688.7402619324,12013.448,67.805824,77.86009,17489.953
2019-08-31,6145.161,-10472.2983344689,17489.953,77.86009,82.9367,21264.463
2019-09-30,16743.7336425781,-6648.27169123386,21264.463,82.9367,73.68519,11709.427
2019-10-31,11250,-2962.34634691981,11709.427,73.68519,73.9591,15156.952
2019-11-30,6578.95031655436,-9113.01926094561,15156.952,73.9591,81.64634,22517.422
2019-12-31,21855.1060568848,-5290.32258064516,22517.422,81.64634,70.11508,10488.592
2020-01-31,12315.6717680665,-5000,10488.592,70.11508,71.46872,14605.579
2020-02-29,11144.827,-4624.99999999999,14605.579,71.46872,75.765366,15865.525
2020-03-31,10174.1421264646,-3526.416400252,15865.525,75.765366,77.23682,16395.115
2020-04-30,9407.58919212115,-2166.11007631907,16395.115,77.23682,79.06458,16800.91
2020-05-31,10576.3506272086,-2584.6703490114,16800.91,79.06458,79.14151,16614.562
2020-06-30,7100,-5000,16614.562,79.14151,81.78454,19792.928
2020-07-31,5532.10328306401,-5640.34831957044,19792.928,81.78454,86.32269,21952.125
2020-08-31,4268.97198583921,-3484.49214555643,21952.125,86.32269,89.8792,24185.203
2020-09-30,3000,-4358.0053896689,24185.203,89.8792,92.02929,25902.357
2020-10-31,4408.00560085316,-4012.99563150099,25902.357,92.02929,92.29852,25616.947
2020-11-30,5550.2636108211,-2788.04351766325,25616.947,92.29852,91.45774,25032.354
2020-12-31,4500,-2631.75152056264,25032.354,91.45774,91.970726,24375.447
2021-01-31,11686.1156489424,-1308.95372179973,24375.447,91.970726,85.23024,18132.24
2021-02-28,9622.44180515779,-4955,18132.24,85.23024,82.23095,18245.16
2021-03-31,7268.4562750469,-2726.88967594683,18245.16,82.23095,83.013374,20706.35
2021-04-30,4500.86824474053,-725.46443808158,20706.35,83.013374,87.818405,22966.86
2021-05-31,4580.96421515523,-1735.52089117443,22966.86,87.818405,91.562874,24647.818
2021-06-30,5395.12731095333,-1943.82401344388,24647.818,91.562874,90.988075,25201.922
2021-07-31,3000,-1960.56518255448,25201.922,90.988075,92.78369,25612.934
2021-08-31,3000,-1857.75099568308,25612.934,92.78369,93.79341,26588.672
2021-09-30,3500,-2387.98022594118,26588.672,93.79341,NA,NA
