"Date","OUTFLOW","OMR","BD_EC_prev","X2_prev","X2_current","BD_EC_current"
1921-11-30,4500,-8618.63496305858,6100.4507,80.06121,82.99984,7052.4263
1921-12-31,17032.7683958214,-5290.32258064516,7052.4263,82.99984,75.47775,7729.984
1922-01-31,18913.8308226757,-4516.12903225806,7729.984,75.47775,67.57236,3042.0876
1922-02-28,59569.611400194,-4156.25,3042.0876,67.57236,56.085243,922.584
1922-03-31,42949.5587279146,-3500,922.584,56.085243,57.063942,337.11957
1922-04-30,34964.8340345633,-1152.82528228948,337.11957,57.063942,59.220665,503.10776
1922-05-31,33702.5402491807,-1974.17493588896,503.10776,59.220665,59.99465,603.8412
1922-06-30,9000,-4307.45488122707,603.8412,59.99465,72.639534,2260.5413
1922-07-31,8325.26881722581,-9137.23024996344,2260.5413,72.639534,81.35124,2878.6199
1922-08-31,6400.85622148438,-9285.54188158664,2878.6199,81.35124,83.9539,4237.8726
1922-09-30,11093.75,-8644.73541543691,4237.8726,83.9539,79.95173,7309.3145
1922-10-31,8125,-4682.53949771467,7309.3145,79.95173,80.01473,7531.416
1922-11-30,7594.53221292432,-8692.18312753135,7531.416,80.01473,82.971565,8776.973
1922-12-31,40891.0861262727,-5290.32258064516,8776.973,82.971565,61.60073,3872.484
1923-01-31,33264.5291315942,-4516.12903225806,3872.484,61.60073,59.89997,691.3866
1923-02-28,19325.0716681103,-4033.03571428571,691.3866,59.89997,64.778114,1126.0916
1923-03-31,12120.5296651034,-3500,1126.0916,64.778114,71.8911,2705.6687
1923-04-30,24311.8762097702,-2782.3026527577,2705.6687,71.8911,66.04967,2927.0554
1923-05-31,14784.0037488603,-2153.23639832077,2927.0554,66.04967,69.33539,2338.671
1923-06-30,5000,-4369.32612000019,2338.671,69.33539,81.06485,5152.9
1923-07-31,9850.05945922854,-9705.06875648669,5152.9,81.06485,82.34934,3928.7107
1923-08-31,4000,-9420.24622993781,3928.7107,82.34934,85.9866,4957.82
1923-09-30,4160.16938496294,-6739.77481874796,4957.82,85.9866,88.76335,12078.468
1923-10-31,4000,-5968.12884904805,12078.468,88.76335,90.68592,9620.331
1923-11-30,5875.45432576545,-4679.61113266119,9620.331,90.68592,90.60033,9533.412
1923-12-31,6273.86701224693,-2956.01579259413,9533.412,90.60033,88.98703,7989.702
1924-01-31,9748.57211773541,-4576.04573769143,7989.702,88.98703,85.51565,5698.355
1924-02-29,12857.0109200238,-4955,5698.355,85.51565,79.81957,2740.0305
1924-03-31,7102.92864199609,-1366.04463516348,2740.0305,79.81957,80.68906,4942.5415
1924-04-30,4935.41035570378,-689.661135041399,4942.5415,80.68906,85.784256,10197.53
1924-05-31,4354.58064516777,-1540.0186801379,10197.53,85.784256,90.51584,8091.0874
1924-06-30,4144.88080359758,-1583.55367328023,8091.0874,90.51584,91.934906,12461.427
1924-07-31,3000,-1916.49465527187,12461.427,91.934906,93.260086,15951.926
1924-08-31,3000,-2679.06117439771,15951.926,93.260086,93.85195,17961.113
1924-09-30,3857.37070719735,-1932.28975798571,17961.113,93.85195,92.48958,11575.071
1924-10-31,3627.65978934822,-5474.29936875482,11575.071,92.48958,93.044334,11130.32
1924-11-30,5800.32050337455,-2789.18789360032,11130.32,93.044334,92.17116,11098.542
1924-12-31,9216.98606273572,-3814.50594140238,11098.542,92.17116,87.1496,7354.2417
1925-01-31,8452.74050460918,-5000,7354.2417,87.1496,84.450775,4484.453
1925-02-28,74870.2308724356,-4427.32142857143,4484.453,84.450775,56.75446,809.474
1925-03-31,17669.355,-3935,809.474,56.75446,64.40224,845.12915
1925-04-30,26042.1694094618,-2158.42359457355,845.12915,64.40224,63.54773,1391.3593
1925-05-31,13481.6791775589,-1798.60943361688,1391.3593,63.54773,69.901146,2263.4814
1925-06-30,6628.125,-4691.18552594304,2263.4814,69.901146,80.42076,5514.135
1925-07-31,5000,-6479.71580883798,5514.135,80.42076,85.468895,9880.194
1925-08-31,3500,-3645.29373331454,9880.194,85.468895,88.72077,13742.343
1925-09-30,3000,-6250.11612691652,13742.343,88.72077,92.26651,9955.655
1925-10-31,4000,-4120.22183775711,9955.655,92.26651,92.745865,10358.051
1925-11-30,5315.49389265471,-3797.80633272028,10358.051,92.745865,92.148766,9933.27
1925-12-31,6240.61755334956,-2991.11553432106,9933.27,92.148766,90.9921,8326.217
1926-01-31,14032.7339835612,-5000,8326.217,90.9921,81.522255,3375.4893
1926-02-28,42046.1878838554,-4427.32142857143,3375.4893,81.522255,60.26896,1151.4513
1926-03-31,17755.5792222878,-3935,1151.4513,60.26896,65.22279,1015.17303
1926-04-30,21148.9868619437,-1997.6234511516,1015.17303,65.22279,65.904854,1800.7162
1926-05-31,11759.5923274519,-2749.53039514961,1800.7162,65.904854,72.79841,2856.958
1926-06-30,7100,-5000,2856.958,72.79841,80.98924,5852.577
1926-07-31,5000,-6114.58303563079,5852.577,80.98924,85.33101,10316.23
1926-08-31,3500,-3170.21623650582,10316.23,85.33101,88.94387,13616.365
1926-09-30,3000,-4974.35176221295,13616.365,88.94387,92.39903,10501.149
1926-10-31,4335.78273716842,-2757.54057632286,10501.149,92.39903,92.434074,10498.316
1926-11-30,15727.4589892952,-8627.85922906996,10498.316,92.434074,80.4363,3900.0623
1926-12-31,11831.1974716424,-5290.32258064516,3900.0623,80.4363,75.36159,3303.7578
1927-01-31,34126.722563587,-4516.12903225806,3303.7578,75.36159,62.392185,2304.7146
1927-02-28,167390.707203551,-4156.25,2304.7146,62.392185,51.70171,300.47153
1927-03-31,50654.859238355,-3500,300.47153,51.70171,55.907425,238.54132
1927-04-30,49402.1004499118,-3724.76386872746,238.54132,55.907425,56.254387,288.45068
1927-05-31,17508.1372360624,-2593.60192008975,288.45068,56.254387,65.6495,978.7712
1927-06-30,6989.23516557396,-5000,978.7712,65.6495,77.995125,3845.3167
1927-07-31,10125.5350089674,-9632.32014268402,3845.3167,77.995125,80.38349,7763.1763
1927-08-31,5655.05133456079,-11345.290551758,7763.1763,80.38349,82.50878,8806.181
1927-09-30,10937.5,-4013.43353385677,8806.181,82.50878,79.97036,9508.358
1927-10-31,7968.75,-4676.48924980768,9508.358,79.97036,79.98053,8090.766
1927-11-30,5548.64465341793,-9491.01434033649,8090.766,79.98053,84.75936,9523.268
1927-12-31,5170.17703038322,-8799.5962311676,9523.268,84.75936,87.10638,11644.552
1928-01-31,18498.276249471,-3645.16129032258,11644.552,87.10638,76.18436,2812.363
1928-02-29,19236.0311737823,-4172.41379310345,2812.363,76.18436,67.21668,1524.8486
1928-03-31,88114.2314064261,-3500,1524.8486,67.21668,54.265884,451.8923
1928-04-30,31111.618116713,-2249.7022943536,451.8923,54.265884,59.764805,418.3317
1928-05-31,13566.6895959706,-2332.51087333515,418.3317,59.764805,69.33274,1817.1312
1928-06-30,7504.76993021483,-5000,1817.1312,69.33274,79.267525,5157.091
1928-07-31,11250,-8533.23843297761,5157.091,79.267525,80.03142,3027.333
