"mean" "min" "max" "2.5%" "5%" "25%" "50%" "75%" "90%" "97.5%" "CV"
"1" 2.33810836512629 1.30849283223557 3.33175484822934 1.61742904918532 1.74597685848863 2.12757394161995 2.34701778385773 2.53854481641469 2.77520210744515 2.97228868772301 0.14109106298942
"2" 0.904178490736707 0.333629032258065 1.35516556291391 0.556293389215241 0.626526162790698 0.797858585858586 0.914714474180173 1.02468729427255 1.10107395195478 1.22352224827794 0.185342469726442
"3" 1.20309589136075 0.418830015313936 1.87452255180821 0.688473460895877 0.743755575379126 1.03725617685306 1.22019826517968 1.3625521609538 1.52123798965262 1.71027882232952 0.217724772489808
"4" 2.32915482410827 1.29920339883165 3.32307801642451 1.51970174735419 1.6785061039606 2.06010930424439 2.34772424474649 2.60129592882644 2.81209560814912 3.06170764893472 0.168825227951673
"5" 1.66718238872873 0.576345858895706 2.90833376556017 1.07856568043227 1.2249108321279 1.48650530928158 1.67904925053533 1.85974446242388 2.02540203816229 2.21603001650211 0.180643272150996
"6" 0.696835739605692 0.268212859844505 1.31949442119944 0.412559597277517 0.449816477417054 0.587799369334089 0.694608695652174 0.788622003590309 0.891681168264922 1.07823978604918 0.228066755978017
"7" 0.801969237546321 0.451645975170204 1.43743132670953 0.527454354115112 0.56203354732763 0.690370080209874 0.784492600422833 0.893115916979101 1.02276961789376 1.18316617423906 0.209223960899765
"8" 1.2045205826141 0.781909788867562 1.79676067687349 0.880143245900988 0.918913793487376 1.08243820581784 1.20645812479146 1.327411902092 1.45734097532065 1.55081861971779 0.149282993699754
"9" 0.562372584128795 0.283378378378378 0.857775655021834 0.373946410835316 0.397353903003034 0.501407192209337 0.555214524905818 0.616939117260365 0.693644203554937 0.767133192631131 0.175371415791865
"10" 0.595309287874135 0.340363168430083 0.855128390075015 0.429838831847119 0.447811981059726 0.53098436612421 0.591177858828578 0.660585903920187 0.714668985293959 0.774356355440283 0.151896310041377
"11" 0.960979067541577 0.547478632478632 1.40095877862595 0.674775116044214 0.751687511932864 0.86041011485706 0.947336374454582 1.06668179424029 1.14528372476729 1.24686395338721 0.150641793971051
"12" 0.622078179177772 0.424663908996898 0.910858173076923 0.467850403013971 0.48876412836744 0.559062255184818 0.611679454390452 0.676286282279271 0.736949069024809 0.813897801122279 0.140092867694659
"13" 0.718102658537889 0.304621658359764 1.14443579766537 0.42033062375828 0.463171449225608 0.624480937694381 0.7180241151303 0.818123937567096 0.918498809827996 0.991773631096589 0.205830060450395
"14" 1.01333335157327 0.604379310344828 1.6207528957529 0.72079151861991 0.761322428930978 0.889567548905184 0.993290513833992 1.10363060857173 1.22914756277991 1.46697615945185 0.178821326062897
"15" 0.868360075899825 0.488111986494091 1.42371428571429 0.614076798444589 0.658954834870981 0.776135536178367 0.858300771208226 0.957394205216508 1.04037419332874 1.15316989710838 0.158854102926961
"16" 0.816380254332729 0.426976004625614 1.19115374367173 0.578562098977514 0.602057868693538 0.73763892588125 0.822647717726127 0.899900092744274 0.964720293158108 1.0724480539407 0.152388969535227
"17" 1.05485175711611 0.659354530241454 1.56473941368078 0.735063135135277 0.783020127985713 0.938419663998523 1.05587445104624 1.14771715032257 1.26567397471827 1.38616489440083 0.153060707551825
"18" 0.601052127157373 0.372221811460259 0.9245 0.435669478490483 0.458501507104811 0.53772533935144 0.593907284768212 0.657170676202424 0.71913670647538 0.828466990708275 0.159596209645666
"19" 0.503813503945825 0.326024719747054 0.793327702702703 0.3730926330536 0.394256010970235 0.453641639832477 0.497097315436242 0.547782144206687 0.600067897866115 0.668317768567672 0.148493301475006
