"","year","month","region","sal","X2","WY","month_f","region_f","wy_f","X2_z","X2_z_quad"
"3521",2018,9,"NW Suisun",10.0836471754623,82.7556666666667,2018,"9","NW Suisun","2018",0.72454735603069,0.524968871131064
"3522",2018,9,"SE Suisun",6.80350838770777,82.7556666666667,2018,"9","SE Suisun","2018",0.72454735603069,0.524968871131064
"3523",2018,9,"SW Suisun",12.9781112809766,82.7556666666667,2018,"9","SW Suisun","2018",0.72454735603069,0.524968871131064
"3524",2018,9,"Sacramento River",0.089936430897443,82.7556666666667,2018,"9","Sacramento River","2018",0.72454735603069,0.524968871131064
"3525",2018,9,"South Delta",0.252638651247399,82.7556666666667,2018,"9","South Delta","2018",0.72454735603069,0.524968871131064
"3526",2018,9,"Suisun Marsh",5.56471519099773,82.7556666666667,2018,"9","Suisun Marsh","2018",0.72454735603069,0.524968871131064
"3527",2018,9,"Yolo Bypass",0.279671861101792,82.7556666666667,2018,"9","Yolo Bypass","2018",0.72454735603069,0.524968871131064
"3528",2018,10,"Confluence",3.81890740227657,83.8448387096774,2019,"10","Confluence","2019",0.824551213090988,0.67988470300982
"3529",2018,10,"East Delta",0.0573079576725592,83.8448387096774,2019,"10","East Delta","2019",0.824551213090988,0.67988470300982
"3530",2018,10,"Lower Sacramento River",0.915338593890854,83.8448387096774,2019,"10","Lower Sacramento River","2019",0.824551213090988,0.67988470300982
"3531",2018,10,"Lower San Joaquin River",0.651805120805029,83.8448387096774,2019,"10","Lower San Joaquin River","2019",0.824551213090988,0.67988470300982
"3532",2018,10,"NE Suisun",6.27012182302421,83.8448387096774,2019,"10","NE Suisun","2019",0.824551213090988,0.67988470300982
"3533",2018,10,"NW Suisun",11.9505553925764,83.8448387096774,2019,"10","NW Suisun","2019",0.824551213090988,0.67988470300982
"3534",2018,10,"SE Suisun",9.4484386285879,83.8448387096774,2019,"10","SE Suisun","2019",0.824551213090988,0.67988470300982
"3535",2018,10,"SW Suisun",15.8089102995895,83.8448387096774,2019,"10","SW Suisun","2019",0.824551213090988,0.67988470300982
"3536",2018,10,"Sacramento River",0.0788351887948686,83.8448387096774,2019,"10","Sacramento River","2019",0.824551213090988,0.67988470300982
"3537",2018,10,"South Delta",0.236052136999402,83.8448387096774,2019,"10","South Delta","2019",0.824551213090988,0.67988470300982
