"month","region","year","sal_AltF74","sal_AltF80","sal_AltNoX2","sal_AltS74","sal_AltS74F80"
1,"NW Suisun",2010,1.297737457607,1.29715667846486,1.29645033036354,1.29779483372494,1.29764453896258
1,"NW Suisun",2011,0.1,0.1,0.1,0.1,0.1
1,"NW Suisun",2012,2.68936934514934,2.79079537385575,2.80194557171494,2.78642647397236,2.75940520093459
1,"NW Suisun",2013,0.770405658711285,0.76775441598298,0.766912864325647,0.769861858727458,0.771528021366041
1,"NW Suisun",2014,2.96471575665706,2.95479696720724,2.96176830173233,2.95300087360995,2.96159800455382
1,"NW Suisun",2015,2.04018649609534,2.04014943511732,2.04000932110028,2.04023033574308,2.04024344227826
1,"NW Suisun",2016,0.777419089302862,0.79883256679774,0.790897683060358,0.775137070975221,0.777342064074913
1,"NW Suisun",2017,0.1,0.1,0.1,0.1,0.1
1,"NW Suisun",2018,1.73581382598498,1.72871269063676,1.84139306725907,1.86809643468105,1.75347280741639
1,"NW Suisun",2019,0.512800169967978,0.490986709504543,0.517833799707425,0.517273821327754,0.505882623215069
1,"NW Suisun",2020,1.66486957170488,1.68393489358338,1.67291596191186,1.70534954189971,1.70792737856184
1,"NW Suisun",2021,2.75974682035988,2.75087016726218,2.76494856641762,2.81308434005385,2.75943870993384
1,"SE Suisun",1922,0.553365939988543,0.470225536403346,0.516341259335457,0.516341259335457,0.470225536403346
1,"SE Suisun",1923,0.1,0.1,0.1,0.1,0.1
1,"SE Suisun",1924,2.50448879730562,2.49543814335041,2.47469315414452,2.45708410171001,2.5187563124349
1,"SE Suisun",1925,2.38619817355672,2.38518876634413,2.38476300375488,2.38686446069896,2.38656047281025
1,"SE Suisun",1926,2.0765856371706,2.07552335519648,2.05898364954818,2.0760048577167,2.07677564486169
1,"SE Suisun",1927,0.1,0.1,0.1,0.1,0.1
1,"SE Suisun",1928,1.35292529510597,1.48668383371765,1.18311427872505,1.17384677757119,1.43458427052282
1,"SE Suisun",1929,2.52136024875485,2.58259481601087,2.59088858850376,2.44991687251075,2.58968237069394
1,"SE Suisun",1930,0.228252653551369,0.199686073108852,0.20227130777541,0.214168568993692,0.233809413525572
1,"SE Suisun",1931,2.59195708549932,1.84594106188313,1.82407772222351,2.58966157774856,2.54410267120075
1,"SE Suisun",1932,0.380172833252873,0.234425169693308,0.375213745476916,0.378502283695337,0.383258893904008
1,"SE Suisun",1933,2.26473170388848,2.2729290244302,2.27334392716919,2.27547608784598,2.27924021793726
1,"SE Suisun",1934,1.28347040441664,1.31069544055896,1.2228648383237,1.26392373573865,1.26825467388613
